date,time,ion_analog,voltage_ion,pressure_ion,conv_analog,voltage_conv,pressure_conv,tags
2025-07-02,15:50:36,445,2.20E+00,2.50E-07,194,9.59E-01,1.03E-03,"IG on, CG on"
2025-07-02,15:51:06,445,2.20E+00,2.50E-07,193,9.54E-01,1.01E-03,"IG on, CG on"
2025-07-02,15:51:36,445,2.20E+00,2.50E-07,194,9.59E-01,1.03E-03,"IG on, CG on"
2025-07-02,15:53:36,NaN,NaN,NaN,194,9.59E-01,1.03E-03,"IG turn off, CG on"
2025-07-02,15:57:06,NaN,NaN,NaN,194,9.59E-01,1.03E-03,"IG off, CG on"
2025-07-02,15:57:36,252,1.25E+00,3.09E-09,194,9.59E-01,1.03E-03,"IG turn on, CG on"
2025-07-02,15:57:38,454,2.24E+00,3.07E-07,194,9.59E-01,1.03E-03,"IG on, CG on"
2025-07-02,15:57:40,445,2.20E+00,2.50E-07,195,9.64E-01,1.06E-03,"IG on, CG on"
2025-07-02,15:57:42,443,2.19E+00,2.39E-07,194,9.59E-01,1.03E-03,"IG on, CG on"
2025-07-02,15:58:42,445,2.20E+00,2.50E-07,193,9.54E-01,1.01E-03,"IG on, CG on"
2025-07-02,15:59:42,447,2.21E+00,2.62E-07,193,9.54E-01,1.01E-03,"IG on, CG on"
2025-07-02,16:00:12,446,2.20E+00,2.56E-07,193,9.54E-01,1.01E-03,"IG on, CG on"
2025-07-02,16:00:42,447,2.21E+00,2.62E-07,192,9.49E-01,9.83E-04,"IG on, CG on"
2025-07-02,16:01:12,447,2.21E+00,2.62E-07,193,9.54E-01,1.01E-03,"IG on, CG on"
2025-07-02,16:03:12,446,2.20E+00,2.56E-07,192,9.49E-01,9.83E-04,"IG on, CG on"
2025-07-02,16:06:42,446,2.20E+00,2.56E-07,192,9.49E-01,9.83E-04,"IG on, CG on"
2025-07-02,16:07:42,445,2.20E+00,2.50E-07,193,9.54E-01,1.01E-03,"IG on, CG on"
2025-07-02,16:08:12,446,2.20E+00,2.56E-07,193,9.54E-01,1.01E-03,"IG on, CG on"
2025-07-02,16:09:12,445,2.20E+00,2.50E-07,193,9.54E-01,1.01E-03,"IG on, CG on"
2025-07-02,16:10:12,446,2.20E+00,2.56E-07,193,9.54E-01,1.01E-03,"IG on, CG on"
2025-07-02,16:10:42,445,2.20E+00,2.50E-07,194,9.59E-01,1.03E-03,"IG on, CG on"
2025-07-02,16:11:12,446,2.20E+00,2.56E-07,194,9.59E-01,1.03E-03,"IG on, CG on"
2025-07-02,16:12:12,445,2.20E+00,2.50E-07,193,9.54E-01,1.01E-03,"IG on, CG on"
2025-07-02,16:13:12,446,2.20E+00,2.56E-07,194,9.59E-01,1.03E-03,"IG on, CG on"
2025-07-02,16:13:42,445,2.20E+00,2.50E-07,193,9.54E-01,1.01E-03,"IG on, CG on"
2025-07-02,16:14:12,445,2.20E+00,2.50E-07,194,9.59E-01,1.03E-03,"IG on, CG on"
2025-07-02,16:15:42,446,2.20E+00,2.56E-07,194,9.59E-01,1.03E-03,"IG on, CG on"
2025-07-02,16:16:12,445,2.20E+00,2.50E-07,194,9.59E-01,1.03E-03,"IG on, CG on"
2025-07-02,16:16:42,446,2.20E+00,2.56E-07,194,9.59E-01,1.03E-03,"IG on, CG on"
2025-07-02,16:17:12,445,2.20E+00,2.50E-07,194,9.59E-01,1.03E-03,"IG on, CG on"
2025-07-02,16:22:12,445,2.20E+00,2.50E-07,192,9.49E-01,9.83E-04,"IG on, CG on"
2025-07-02,16:28:42,444,2.19E+00,2.44E-07,193,9.54E-01,1.01E-03,"IG on, CG on"
2025-07-02,16:29:12,445,2.20E+00,2.50E-07,194,9.59E-01,1.03E-03,"IG on, CG on"
2025-07-02,16:29:42,445,2.20E+00,2.50E-07,193,9.54E-01,1.01E-03,"IG on, CG on"
2025-07-02,16:31:42,444,2.19E+00,2.44E-07,194,9.59E-01,1.03E-03,"IG on, CG on"
2025-07-02,16:32:12,445,2.20E+00,2.50E-07,195,9.64E-01,1.06E-03,"IG on, CG on"
2025-07-02,16:32:42,445,2.20E+00,2.50E-07,194,9.59E-01,1.03E-03,"IG on, CG on"
2025-07-02,16:33:43,444,2.19E+00,2.44E-07,195,9.64E-01,1.06E-03,"IG on, CG on"
2025-07-02,16:34:12,445,2.20E+00,2.50E-07,194,9.59E-01,1.03E-03,"IG on, CG on"
2025-07-02,16:37:13,444,2.19E+00,2.44E-07,193,9.54E-01,1.01E-03,"IG on, CG on"
2025-07-02,16:37:42,445,2.20E+00,2.50E-07,193,9.54E-01,1.01E-03,"IG on, CG on"
2025-07-02,16:39:13,445,2.20E+00,2.50E-07,193,9.54E-01,1.01E-03,"IG on, CG on"
2025-07-02,16:41:13,444,2.19E+00,2.44E-07,192,9.49E-01,9.83E-04,"IG on, CG on"
2025-07-02,16:42:13,445,2.20E+00,2.50E-07,192,9.49E-01,9.83E-04,"IG on, CG on"
2025-07-02,16:42:43,444,2.19E+00,2.44E-07,192,9.49E-01,9.83E-04,"IG on, CG on"
2025-07-02,16:43:43,444,2.19E+00,2.44E-07,192,9.49E-01,9.83E-04,"IG on, CG on"
2025-07-02,16:47:13,NaN,NaN,NaN,193,9.54E-01,1.01E-03,"IG turn off, CG on"
2025-07-02,16:58:13,NaN,NaN,NaN,194,9.59E-01,1.03E-03,"IG off, CG on"
2025-07-02,17:01:13,NaN,NaN,NaN,193,9.54E-01,1.01E-03,"IG off, CG on"
2025-07-02,17:01:43,NaN,NaN,NaN,192,9.49E-01,9.83E-04,"IG off, CG on"
2025-07-02,17:04:43,NaN,NaN,NaN,192,9.49E-01,9.83E-04,"IG off, CG on"
2025-07-02,17:05:13,NaN,NaN,NaN,193,9.54E-01,1.01E-03,"IG off, CG on"
2025-07-02,17:09:13,447,2.21E+00,2.62E-07,194,9.59E-01,1.03E-03,"IG turn on, CG on"
2025-07-02,17:09:17,446,2.20E+00,2.56E-07,193,9.54E-01,1.01E-03,"IG on, CG on"
2025-07-02,17:09:21,447,2.21E+00,2.62E-07,193,9.54E-01,1.01E-03,"IG on, CG on"
2025-07-02,17:09:51,448,2.21E+00,2.68E-07,194,9.59E-01,1.03E-03,"IG on, CG on"
2025-07-02,17:15:21,447,2.21E+00,2.62E-07,194,9.59E-01,1.03E-03,"IG on, CG on"
2025-07-02,17:15:51,448,2.21E+00,2.68E-07,194,9.59E-01,1.03E-03,"IG on, CG on"
2025-07-02,17:16:21,447,2.21E+00,2.62E-07,193,9.54E-01,1.01E-03,"IG on, CG on"
