datetime,voltage_ion,pressure_ion,voltage_conv,pressure_conv,tags,IC_unplugged,CC_unplugged,tag_list,tag_IG_on,tag_IG_off,tag_IG_fail,tag_IG_turn_on,tag_IG_turn_off,tag_IG_slow_on,tag_CG_on,tag_CG_off,tag_CG_turn_off,tag_CG_turn_on,tag_gate_manipulation,tag_RP_on,tag_chamber_open,tag_venting,IG_state,CG_state,CH_state,anomaly_if_ion,score_if_raw_ion,score_if_ion,anomaly_if_conv,score_if_raw_conv,score_if_conv,anomaly_if,score_if_raw,score_if
2025-07-04 02:27:52,2.19,2.44e-07,0.959,0.00103,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24110855982648832,-0.24110855982648832,1,0.20633100693148065,-0.20633100693148065,1,0.20633100693148065,-0.20633100693148065
2025-07-04 02:29:22,2.19,2.39e-07,0.959,0.00103,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24348662985673325,-0.24348662985673325,1,0.20633100693148065,-0.20633100693148065,1,0.20633100693148065,-0.20633100693148065
2025-07-04 02:29:52,2.19,2.44e-07,0.959,0.00103,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24110855982648832,-0.24110855982648832,1,0.20633100693148065,-0.20633100693148065,1,0.20633100693148065,-0.20633100693148065
2025-07-04 02:30:22,2.19,2.39e-07,0.959,0.00103,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24348662985673325,-0.24348662985673325,1,0.20633100693148065,-0.20633100693148065,1,0.20633100693148065,-0.20633100693148065
2025-07-04 02:30:52,2.19,2.44e-07,0.959,0.00103,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24110855982648832,-0.24110855982648832,1,0.20633100693148065,-0.20633100693148065,1,0.20633100693148065,-0.20633100693148065
2025-07-04 02:31:22,2.19,2.39e-07,0.954,0.00101,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24348662985673325,-0.24348662985673325,1,0.24851725622686638,-0.24851725622686638,1,0.24348662985673325,-0.24348662985673325
2025-07-04 02:31:52,2.19,2.44e-07,0.954,0.00101,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24110855982648832,-0.24110855982648832,1,0.24851725622686638,-0.24851725622686638,1,0.24110855982648832,-0.24110855982648832
2025-07-04 02:34:52,2.19,2.44e-07,0.954,0.00101,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24110855982648832,-0.24110855982648832,1,0.24851725622686638,-0.24851725622686638,1,0.24110855982648832,-0.24110855982648832
2025-07-04 02:35:22,2.19,2.39e-07,0.949,0.000983,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24348662985673325,-0.24348662985673325,1,0.153806781844674,-0.153806781844674,1,0.153806781844674,-0.153806781844674
2025-07-04 02:35:52,2.19,2.44e-07,0.949,0.000983,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24110855982648832,-0.24110855982648832,1,0.153806781844674,-0.153806781844674,1,0.153806781844674,-0.153806781844674
2025-07-04 02:37:52,2.19,2.39e-07,0.954,0.00101,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24348662985673325,-0.24348662985673325,1,0.24851725622686638,-0.24851725622686638,1,0.24348662985673325,-0.24348662985673325
2025-07-04 02:38:22,2.19,2.44e-07,0.954,0.00101,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24110855982648832,-0.24110855982648832,1,0.24851725622686638,-0.24851725622686638,1,0.24110855982648832,-0.24110855982648832
2025-07-04 02:38:52,2.19,2.39e-07,0.954,0.00101,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24348662985673325,-0.24348662985673325,1,0.24851725622686638,-0.24851725622686638,1,0.24348662985673325,-0.24348662985673325
2025-07-04 02:39:22,2.19,2.44e-07,0.954,0.00101,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24110855982648832,-0.24110855982648832,1,0.24851725622686638,-0.24851725622686638,1,0.24110855982648832,-0.24110855982648832
2025-07-04 02:40:22,2.19,2.39e-07,0.954,0.00101,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24348662985673325,-0.24348662985673325,1,0.24851725622686638,-0.24851725622686638,1,0.24348662985673325,-0.24348662985673325
2025-07-04 02:42:22,2.19,2.44e-07,0.954,0.00101,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24110855982648832,-0.24110855982648832,1,0.24851725622686638,-0.24851725622686638,1,0.24110855982648832,-0.24110855982648832
2025-07-04 02:42:52,2.19,2.39e-07,0.954,0.00101,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24348662985673325,-0.24348662985673325,1,0.24851725622686638,-0.24851725622686638,1,0.24348662985673325,-0.24348662985673325
2025-07-04 02:43:22,2.19,2.44e-07,0.954,0.00101,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24110855982648832,-0.24110855982648832,1,0.24851725622686638,-0.24851725622686638,1,0.24110855982648832,-0.24110855982648832
2025-07-04 02:43:52,2.19,2.39e-07,0.954,0.00101,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24348662985673325,-0.24348662985673325,1,0.24851725622686638,-0.24851725622686638,1,0.24348662985673325,-0.24348662985673325
2025-07-04 02:48:22,2.19,2.44e-07,0.959,0.00103,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24110855982648832,-0.24110855982648832,1,0.20633100693148065,-0.20633100693148065,1,0.20633100693148065,-0.20633100693148065
2025-07-04 02:49:22,2.19,2.39e-07,0.959,0.00103,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24348662985673325,-0.24348662985673325,1,0.20633100693148065,-0.20633100693148065,1,0.20633100693148065,-0.20633100693148065
2025-07-04 02:50:52,2.19,2.39e-07,0.954,0.00101,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24348662985673325,-0.24348662985673325,1,0.24851725622686638,-0.24851725622686638,1,0.24348662985673325,-0.24348662985673325
2025-07-04 02:51:22,2.19,2.44e-07,0.954,0.00101,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24110855982648832,-0.24110855982648832,1,0.24851725622686638,-0.24851725622686638,1,0.24110855982648832,-0.24110855982648832
2025-07-04 02:51:52,2.19,2.39e-07,0.959,0.00103,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24348662985673325,-0.24348662985673325,1,0.20633100693148065,-0.20633100693148065,1,0.20633100693148065,-0.20633100693148065
2025-07-04 02:52:22,2.19,2.44e-07,0.954,0.00101,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24110855982648832,-0.24110855982648832,1,0.24851725622686638,-0.24851725622686638,1,0.24110855982648832,-0.24110855982648832
2025-07-04 02:52:52,2.19,2.44e-07,0.959,0.00103,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24110855982648832,-0.24110855982648832,1,0.20633100693148065,-0.20633100693148065,1,0.20633100693148065,-0.20633100693148065
2025-07-04 02:53:22,2.19,2.44e-07,0.954,0.00101,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24110855982648832,-0.24110855982648832,1,0.24851725622686638,-0.24851725622686638,1,0.24110855982648832,-0.24110855982648832
2025-07-04 02:55:52,2.19,2.44e-07,0.954,0.00101,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24110855982648832,-0.24110855982648832,1,0.24851725622686638,-0.24851725622686638,1,0.24110855982648832,-0.24110855982648832
2025-07-04 02:56:22,2.19,2.39e-07,0.949,0.000983,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24348662985673325,-0.24348662985673325,1,0.153806781844674,-0.153806781844674,1,0.153806781844674,-0.153806781844674
2025-07-04 02:56:52,2.19,2.44e-07,0.949,0.000983,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24110855982648832,-0.24110855982648832,1,0.153806781844674,-0.153806781844674,1,0.153806781844674,-0.153806781844674
2025-07-04 02:57:22,2.19,2.39e-07,0.949,0.000983,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24348662985673325,-0.24348662985673325,1,0.153806781844674,-0.153806781844674,1,0.153806781844674,-0.153806781844674
2025-07-04 02:57:52,2.19,2.44e-07,0.949,0.000983,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24110855982648832,-0.24110855982648832,1,0.153806781844674,-0.153806781844674,1,0.153806781844674,-0.153806781844674
2025-07-04 02:58:22,2.19,2.39e-07,0.954,0.00101,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24348662985673325,-0.24348662985673325,1,0.24851725622686638,-0.24851725622686638,1,0.24348662985673325,-0.24348662985673325
2025-07-04 02:58:52,2.19,2.44e-07,0.949,0.000983,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24110855982648832,-0.24110855982648832,1,0.153806781844674,-0.153806781844674,1,0.153806781844674,-0.153806781844674
2025-07-04 02:59:22,2.19,2.39e-07,0.954,0.00101,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24348662985673325,-0.24348662985673325,1,0.24851725622686638,-0.24851725622686638,1,0.24348662985673325,-0.24348662985673325
2025-07-04 02:59:52,2.19,2.44e-07,0.954,0.00101,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24110855982648832,-0.24110855982648832,1,0.24851725622686638,-0.24851725622686638,1,0.24110855982648832,-0.24110855982648832
2025-07-04 03:00:52,2.19,2.39e-07,0.954,0.00101,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24348662985673325,-0.24348662985673325,1,0.24851725622686638,-0.24851725622686638,1,0.24348662985673325,-0.24348662985673325
2025-07-04 03:01:22,2.19,2.44e-07,0.959,0.00103,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24110855982648832,-0.24110855982648832,1,0.20633100693148065,-0.20633100693148065,1,0.20633100693148065,-0.20633100693148065
2025-07-04 03:01:52,2.19,2.39e-07,0.954,0.00101,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24348662985673325,-0.24348662985673325,1,0.24851725622686638,-0.24851725622686638,1,0.24348662985673325,-0.24348662985673325
2025-07-04 03:02:52,2.19,2.44e-07,0.959,0.00103,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24110855982648832,-0.24110855982648832,1,0.20633100693148065,-0.20633100693148065,1,0.20633100693148065,-0.20633100693148065
2025-07-04 03:03:22,2.19,2.39e-07,0.954,0.00101,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24348662985673325,-0.24348662985673325,1,0.24851725622686638,-0.24851725622686638,1,0.24348662985673325,-0.24348662985673325
2025-07-04 03:03:52,2.19,2.44e-07,0.954,0.00101,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24110855982648832,-0.24110855982648832,1,0.24851725622686638,-0.24851725622686638,1,0.24110855982648832,-0.24110855982648832
2025-07-04 03:05:52,2.19,2.39e-07,0.954,0.00101,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24348662985673325,-0.24348662985673325,1,0.24851725622686638,-0.24851725622686638,1,0.24348662985673325,-0.24348662985673325
2025-07-04 03:06:52,2.19,2.39e-07,0.954,0.00101,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24348662985673325,-0.24348662985673325,1,0.24851725622686638,-0.24851725622686638,1,0.24348662985673325,-0.24348662985673325
2025-07-04 03:07:22,2.19,2.44e-07,0.959,0.00103,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24110855982648832,-0.24110855982648832,1,0.20633100693148065,-0.20633100693148065,1,0.20633100693148065,-0.20633100693148065
2025-07-04 03:07:52,2.19,2.39e-07,0.959,0.00103,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24348662985673325,-0.24348662985673325,1,0.20633100693148065,-0.20633100693148065,1,0.20633100693148065,-0.20633100693148065
2025-07-04 03:08:23,2.19,2.44e-07,0.959,0.00103,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24110855982648832,-0.24110855982648832,1,0.20633100693148065,-0.20633100693148065,1,0.20633100693148065,-0.20633100693148065
2025-07-04 03:10:22,2.19,2.44e-07,0.959,0.00103,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24110855982648832,-0.24110855982648832,1,0.20633100693148065,-0.20633100693148065,1,0.20633100693148065,-0.20633100693148065
2025-07-04 03:10:52,2.19,2.39e-07,0.959,0.00103,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24348662985673325,-0.24348662985673325,1,0.20633100693148065,-0.20633100693148065,1,0.20633100693148065,-0.20633100693148065
2025-07-04 03:11:23,2.19,2.44e-07,0.959,0.00103,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24110855982648832,-0.24110855982648832,1,0.20633100693148065,-0.20633100693148065,1,0.20633100693148065,-0.20633100693148065
2025-07-04 03:11:53,2.19,2.39e-07,0.959,0.00103,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24348662985673325,-0.24348662985673325,1,0.20633100693148065,-0.20633100693148065,1,0.20633100693148065,-0.20633100693148065
2025-07-04 03:12:23,2.19,2.44e-07,0.959,0.00103,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24110855982648832,-0.24110855982648832,1,0.20633100693148065,-0.20633100693148065,1,0.20633100693148065,-0.20633100693148065
2025-07-04 03:12:53,2.19,2.39e-07,0.959,0.00103,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24348662985673325,-0.24348662985673325,1,0.20633100693148065,-0.20633100693148065,1,0.20633100693148065,-0.20633100693148065
2025-07-04 03:13:23,2.19,2.44e-07,0.959,0.00103,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24110855982648832,-0.24110855982648832,1,0.20633100693148065,-0.20633100693148065,1,0.20633100693148065,-0.20633100693148065
2025-07-04 03:15:53,2.19,2.39e-07,0.954,0.00101,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24348662985673325,-0.24348662985673325,1,0.24851725622686638,-0.24851725622686638,1,0.24348662985673325,-0.24348662985673325
2025-07-04 03:16:23,2.19,2.44e-07,0.954,0.00101,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24110855982648832,-0.24110855982648832,1,0.24851725622686638,-0.24851725622686638,1,0.24110855982648832,-0.24110855982648832
2025-07-04 03:16:53,2.19,2.39e-07,0.954,0.00101,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24348662985673325,-0.24348662985673325,1,0.24851725622686638,-0.24851725622686638,1,0.24348662985673325,-0.24348662985673325
2025-07-04 03:17:23,2.19,2.44e-07,0.954,0.00101,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24110855982648832,-0.24110855982648832,1,0.24851725622686638,-0.24851725622686638,1,0.24110855982648832,-0.24110855982648832
2025-07-04 03:17:53,2.19,2.39e-07,0.954,0.00101,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24348662985673325,-0.24348662985673325,1,0.24851725622686638,-0.24851725622686638,1,0.24348662985673325,-0.24348662985673325
2025-07-04 03:18:23,2.19,2.44e-07,0.954,0.00101,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24110855982648832,-0.24110855982648832,1,0.24851725622686638,-0.24851725622686638,1,0.24110855982648832,-0.24110855982648832
2025-07-04 03:18:53,2.19,2.39e-07,0.954,0.00101,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24348662985673325,-0.24348662985673325,1,0.24851725622686638,-0.24851725622686638,1,0.24348662985673325,-0.24348662985673325
2025-07-04 03:19:23,2.19,2.44e-07,0.949,0.000983,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24110855982648832,-0.24110855982648832,1,0.153806781844674,-0.153806781844674,1,0.153806781844674,-0.153806781844674
2025-07-04 03:19:53,2.19,2.39e-07,0.954,0.00101,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24348662985673325,-0.24348662985673325,1,0.24851725622686638,-0.24851725622686638,1,0.24348662985673325,-0.24348662985673325
2025-07-04 03:20:23,2.19,2.39e-07,0.949,0.000983,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24348662985673325,-0.24348662985673325,1,0.153806781844674,-0.153806781844674,1,0.153806781844674,-0.153806781844674
2025-07-04 03:20:53,2.19,2.44e-07,0.954,0.00101,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24110855982648832,-0.24110855982648832,1,0.24851725622686638,-0.24851725622686638,1,0.24110855982648832,-0.24110855982648832
2025-07-04 03:21:23,2.19,2.44e-07,0.949,0.000983,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24110855982648832,-0.24110855982648832,1,0.153806781844674,-0.153806781844674,1,0.153806781844674,-0.153806781844674
2025-07-04 03:21:53,2.19,2.44e-07,0.954,0.00101,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24110855982648832,-0.24110855982648832,1,0.24851725622686638,-0.24851725622686638,1,0.24110855982648832,-0.24110855982648832
2025-07-04 03:22:53,2.19,2.39e-07,0.954,0.00101,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24348662985673325,-0.24348662985673325,1,0.24851725622686638,-0.24851725622686638,1,0.24348662985673325,-0.24348662985673325
2025-07-04 03:23:53,2.19,2.44e-07,0.954,0.00101,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24110855982648832,-0.24110855982648832,1,0.24851725622686638,-0.24851725622686638,1,0.24110855982648832,-0.24110855982648832
2025-07-04 03:24:23,2.19,2.39e-07,0.959,0.00103,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24348662985673325,-0.24348662985673325,1,0.20633100693148065,-0.20633100693148065,1,0.20633100693148065,-0.20633100693148065
2025-07-04 03:24:53,2.19,2.39e-07,0.954,0.00101,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24348662985673325,-0.24348662985673325,1,0.24851725622686638,-0.24851725622686638,1,0.24348662985673325,-0.24348662985673325
2025-07-04 03:25:23,2.19,2.44e-07,0.954,0.00101,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24110855982648832,-0.24110855982648832,1,0.24851725622686638,-0.24851725622686638,1,0.24110855982648832,-0.24110855982648832
2025-07-04 03:27:23,2.19,2.39e-07,0.954,0.00101,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24348662985673325,-0.24348662985673325,1,0.24851725622686638,-0.24851725622686638,1,0.24348662985673325,-0.24348662985673325
2025-07-04 03:27:53,2.19,2.44e-07,0.954,0.00101,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24110855982648832,-0.24110855982648832,1,0.24851725622686638,-0.24851725622686638,1,0.24110855982648832,-0.24110855982648832
2025-07-04 03:28:23,2.19,2.39e-07,0.954,0.00101,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24348662985673325,-0.24348662985673325,1,0.24851725622686638,-0.24851725622686638,1,0.24348662985673325,-0.24348662985673325
2025-07-04 03:30:53,2.19,2.39e-07,0.964,0.00106,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24348662985673325,-0.24348662985673325,-1,-0.00823441768024491,0.00823441768024491,-1,-0.00823441768024491,0.00823441768024491
2025-07-04 03:31:23,2.19,2.39e-07,0.959,0.00103,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24348662985673325,-0.24348662985673325,1,0.20633100693148065,-0.20633100693148065,1,0.20633100693148065,-0.20633100693148065
2025-07-04 03:32:23,2.19,2.39e-07,0.959,0.00103,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24348662985673325,-0.24348662985673325,1,0.20633100693148065,-0.20633100693148065,1,0.20633100693148065,-0.20633100693148065
2025-07-04 03:32:53,2.19,2.39e-07,0.954,0.00101,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24348662985673325,-0.24348662985673325,1,0.24851725622686638,-0.24851725622686638,1,0.24348662985673325,-0.24348662985673325
2025-07-04 03:34:23,2.19,2.44e-07,0.959,0.00103,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24110855982648832,-0.24110855982648832,1,0.20633100693148065,-0.20633100693148065,1,0.20633100693148065,-0.20633100693148065
2025-07-04 03:34:53,2.19,2.39e-07,0.954,0.00101,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24348662985673325,-0.24348662985673325,1,0.24851725622686638,-0.24851725622686638,1,0.24348662985673325,-0.24348662985673325
2025-07-04 03:35:23,2.19,2.39e-07,0.959,0.00103,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24348662985673325,-0.24348662985673325,1,0.20633100693148065,-0.20633100693148065,1,0.20633100693148065,-0.20633100693148065
2025-07-04 03:36:23,2.19,2.44e-07,0.959,0.00103,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24110855982648832,-0.24110855982648832,1,0.20633100693148065,-0.20633100693148065,1,0.20633100693148065,-0.20633100693148065
2025-07-04 03:37:23,2.19,2.39e-07,0.954,0.00101,"IG on, CG on",False,False,"['IG on', 'CG on']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,IG on,CG on,CH normal,1,0.24348662985673325,-0.24348662985673325,1,0.24851725622686638,-0.24851725622686638,1,0.24348662985673325,-0.24348662985673325
