date,time,ion_analog,voltage_ion,pressure_ion,conv_analog,voltage_conv,pressure_conv,tags,source_file
2025-06-23,14:06:02,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:06:03,445.0,2.2,2.5e-07,194.0,0.959,0.00103,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:06:04,444.0,2.19,2.44e-07,194.0,0.959,0.00103,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:06:05,445.0,2.2,2.5e-07,194.0,0.959,0.00103,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:06:06,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:06:07,444.0,2.19,2.44e-07,194.0,0.959,0.00103,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:06:10,444.0,2.19,2.44e-07,195.0,0.964,0.00106,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:06:11,444.0,2.19,2.44e-07,194.0,0.959,0.00103,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:06:16,445.0,2.2,2.5e-07,194.0,0.959,0.00103,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:06:17,444.0,2.19,2.44e-07,194.0,0.959,0.00103,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:07:36,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:07:37,444.0,2.19,2.44e-07,194.0,0.959,0.00103,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:07:38,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:07:39,444.0,2.19,2.44e-07,194.0,0.959,0.00103,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:07:40,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:07:41,444.0,2.19,2.44e-07,194.0,0.959,0.00103,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:09:42,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:11:52,445.0,2.2,2.5e-07,192.0,0.949,0.000983,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:11:53,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:11:54,444.0,2.19,2.44e-07,192.0,0.949,0.000983,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:11:57,443.0,2.19,2.39e-07,192.0,0.949,0.000983,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:11:58,444.0,2.19,2.44e-07,192.0,0.949,0.000983,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:11:59,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:12:00,444.0,2.19,2.44e-07,192.0,0.949,0.000983,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:12:02,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:12:03,444.0,2.19,2.44e-07,192.0,0.949,0.000983,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:12:04,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:12:06,444.0,2.19,2.44e-07,192.0,0.949,0.000983,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:12:07,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:13:09,443.0,2.19,2.39e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:13:10,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:13:11,444.0,2.19,2.44e-07,192.0,0.949,0.000983,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:13:14,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:13:15,444.0,2.19,2.44e-07,192.0,0.949,0.000983,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:13:16,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:13:20,443.0,2.19,2.39e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:13:21,443.0,2.19,2.39e-07,192.0,0.949,0.000983,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:13:22,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:13:24,444.0,2.19,2.44e-07,192.0,0.949,0.000983,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:13:25,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:13:27,444.0,2.19,2.44e-07,192.0,0.949,0.000983,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:13:28,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:13:29,444.0,2.19,2.44e-07,192.0,0.949,0.000983,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:13:30,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:16:33,443.0,2.19,2.39e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:23:10,445.0,2.2,2.5e-07,194.0,0.959,0.00103,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:23:11,444.0,2.19,2.44e-07,194.0,0.959,0.00103,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:23:12,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:23:13,444.0,2.19,2.44e-07,194.0,0.959,0.00103,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:23:21,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:23:22,444.0,2.19,2.44e-07,194.0,0.959,0.00103,"IG turn off, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:24:22,251.0,1.24,3.02e-09,194.0,0.959,0.00103,"IG turn on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:24:23,443.0,2.19,2.39e-07,194.0,0.959,0.00103,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:24:24,444.0,2.19,2.44e-07,194.0,0.959,0.00103,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:24:31,443.0,2.19,2.39e-07,195.0,0.964,0.00106,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:24:32,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:24:34,444.0,2.19,2.44e-07,194.0,0.959,0.00103,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:24:38,443.0,2.19,2.39e-07,194.0,0.959,0.00103,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:24:39,444.0,2.19,2.44e-07,194.0,0.959,0.00103,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:24:40,443.0,2.19,2.39e-07,194.0,0.959,0.00103,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:24:42,444.0,2.19,2.44e-07,194.0,0.959,0.00103,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:26:52,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:26:53,443.0,2.19,2.39e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:26:56,443.0,2.19,2.39e-07,194.0,0.959,0.00103,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:26:57,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:26:58,443.0,2.19,2.39e-07,194.0,0.959,0.00103,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:26:59,444.0,2.19,2.44e-07,194.0,0.959,0.00103,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:27:00,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:27:01,443.0,2.19,2.39e-07,194.0,0.959,0.00103,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:27:02,444.0,2.19,2.44e-07,194.0,0.959,0.00103,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:27:04,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:27:05,443.0,2.19,2.39e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:27:06,444.0,2.19,2.44e-07,194.0,0.959,0.00103,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:27:07,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:27:10,444.0,2.19,2.44e-07,194.0,0.959,0.00103,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:27:11,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:27:12,444.0,2.19,2.44e-07,194.0,0.959,0.00103,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:27:13,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:27:22,444.0,2.19,2.44e-07,238.0,1.18,0.00295,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:27:23,444.0,2.19,2.44e-07,202.0,0.998,0.00125,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:27:24,444.0,2.19,2.44e-07,194.0,0.959,0.00103,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:29:25,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:29:28,445.0,2.2,2.5e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:29:30,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:29:31,444.0,2.19,2.44e-07,192.0,0.949,0.000983,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:29:32,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:29:36,445.0,2.2,2.5e-07,194.0,0.959,0.00103,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:29:36,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:29:38,444.0,2.19,2.44e-07,192.0,0.949,0.000983,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:29:39,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:29:41,445.0,2.2,2.5e-07,192.0,0.949,0.000983,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:29:41,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:29:44,444.0,2.19,2.44e-07,192.0,0.949,0.000983,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:29:45,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:29:48,444.0,2.19,2.44e-07,192.0,0.949,0.000983,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:29:49,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:29:52,1023.0,5.06,0.129,193.0,0.954,0.00101,"IG turn off, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:30:55,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG turn on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:30:56,444.0,2.19,2.44e-07,192.0,0.949,0.000983,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:30:57,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:30:59,444.0,2.19,2.44e-07,192.0,0.949,0.000983,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:31:03,443.0,2.19,2.39e-07,192.0,0.949,0.000983,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:31:04,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:31:05,444.0,2.19,2.44e-07,192.0,0.949,0.000983,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:31:06,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:31:08,444.0,2.19,2.44e-07,192.0,0.949,0.000983,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:31:09,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:31:11,444.0,2.19,2.44e-07,192.0,0.949,0.000983,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:31:12,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:31:13,444.0,2.19,2.44e-07,192.0,0.949,0.000983,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:31:14,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:31:15,444.0,2.19,2.44e-07,192.0,0.949,0.000983,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:32:20,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:32:21,444.0,2.19,2.44e-07,192.0,0.949,0.000983,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:32:24,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:32:25,444.0,2.19,2.44e-07,192.0,0.949,0.000983,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:33:27,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:33:29,444.0,2.19,2.44e-07,192.0,0.949,0.000983,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:33:31,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:33:32,444.0,2.19,2.44e-07,192.0,0.949,0.000983,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:33:33,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:33:34,444.0,2.19,2.44e-07,192.0,0.949,0.000983,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:33:35,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:34:42,445.0,2.2,2.5e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:34:43,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:35:48,1023.0,5.06,0.129,193.0,0.954,0.00101,"IG turn off, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:35:50,264.0,1.3,4.06e-09,193.0,0.954,0.00101,"IG turn on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:35:51,251.0,1.24,3.02e-09,193.0,0.954,0.00101,"IG turn on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:35:52,272.0,1.34,4.88e-09,193.0,0.954,0.00101,"IG turn on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:35:53,443.0,2.19,2.39e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:35:54,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:37:55,444.0,2.19,2.44e-07,194.0,0.959,0.00103,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:37:56,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:37:57,444.0,2.19,2.44e-07,194.0,0.959,0.00103,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:38:02,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:38:05,444.0,2.19,2.44e-07,194.0,0.959,0.00103,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:39:05,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:39:06,444.0,2.19,2.44e-07,194.0,0.959,0.00103,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:39:07,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:39:09,444.0,2.19,2.44e-07,194.0,0.959,0.00103,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:39:10,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:39:11,444.0,2.19,2.44e-07,194.0,0.959,0.00103,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:39:12,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:39:15,445.0,2.2,2.5e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:39:16,444.0,2.19,2.44e-07,194.0,0.959,0.00103,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:39:17,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:39:18,444.0,2.19,2.44e-07,194.0,0.959,0.00103,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:39:19,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:39:23,444.0,2.19,2.44e-07,194.0,0.959,0.00103,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:39:24,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:41:27,444.0,2.19,2.44e-07,194.0,0.959,0.00103,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:41:29,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:41:30,444.0,2.19,2.44e-07,194.0,0.959,0.00103,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,14:41:36,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,15:12:08,444.0,2.19,2.44e-07,192.0,0.949,0.000983,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,15:12:08,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,15:12:08,444.0,2.19,2.44e-07,192.0,0.949,0.000983,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,15:12:09,443.0,2.19,2.39e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,15:12:09,444.0,2.19,2.44e-07,192.0,0.949,0.000983,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,15:12:09,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,15:12:09,444.0,2.19,2.44e-07,192.0,0.949,0.000983,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,15:12:09,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,15:12:10,444.0,2.19,2.44e-07,192.0,0.949,0.000983,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,15:12:10,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,15:12:10,444.0,2.19,2.44e-07,192.0,0.949,0.000983,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,15:12:10,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,15:12:31,444.0,2.19,2.44e-07,192.0,0.949,0.000983,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,15:12:32,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,15:12:38,444.0,2.19,2.44e-07,192.0,0.949,0.000983,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,15:12:39,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,15:17:41,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,15:18:41,444.0,2.19,2.44e-07,194.0,0.959,0.00103,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,15:18:49,444.0,2.19,2.44e-07,193.0,0.954,0.00101,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
2025-06-23,15:18:51,444.0,2.19,2.44e-07,194.0,0.959,0.00103,"IG on, CG on",arduino_data_log20250623_140602_e-gun-cathode-replaced.csv
